date,precipitation,temp_max,temp_min,wind,weather
5/28/2004,9.4,11.7,7.8,1.4,rain
5/29/2004,18.3,10,6.7,4,rain
5/30/2004,0,12.2,3.3,5.1,sun
5/31/2004,0,11.1,1.1,2.2,sun
6/1/2004,0,11.1,4.4,4.8,sun
6/2/2004,0,10.6,0,2.1,sun
6/3/2004,0,12.8,-0.5,1.8,sun
6/4/2004,0,13.3,2.8,1.3,sun
6/5/2004,0,15,3.3,1.4,sun
6/6/2004,0,16.7,3.9,2.7,fog
6/7/2004,0,17.2,3.9,1.7,fog
6/8/2004,0,14.4,4.4,1.8,fog
6/9/2004,0.8,13.3,5,2.6,rain
6/10/2004,2.5,14.4,8.9,3.1,rain
6/11/2004,0,17.8,9.4,3.2,sun
6/12/2004,2,17.2,7.8,2.2,rain
6/13/2004,17,13.9,9.4,3.8,rain
6/14/2004,55.9,10.6,6.1,4.2,rain
6/15/2004,1,13.9,6.1,3,rain
6/16/2004,0.8,13.3,4.4,2.6,rain
6/17/2004,0,15.6,7.2,2.5,sun
6/18/2004,0,15.6,8.3,1.9,sun
6/19/2004,4.1,13.9,8.9,1.9,rain
6/20/2004,3.8,13.3,8.3,4.7,rain
6/21/2004,1,11.7,6.1,2.3,rain
6/22/2004,8.1,11.1,5.6,2.8,rain
6/23/2004,7.6,12.8,6.1,3.9,rain
6/24/2004,5.1,14.4,7.2,4.4,rain
6/25/2004,0,20.6,10,2.2,sun
6/26/2004,1,18.3,8.9,4,rain
6/27/2004,0,15.6,9.4,5.7,sun
6/28/2004,0,15.6,8.9,3,sun
6/29/2004,1.8,17.8,10.6,2.9,rain
6/30/2004,1,12.8,6.1,4.2,rain
7/1/2004,5.1,12.8,5.6,3.2,rain
7/2/2004,0,13.3,5.6,2.4,sun
7/3/2004,1.5,11.1,5,3.6,rain
7/4/2004,0,12.8,3.9,1.7,sun
7/5/2004,0,16.7,2.8,2.4,sun
7/6/2004,1,13.9,6.7,3.5,rain
7/7/2004,0.5,14.4,6.7,3.9,rain
7/8/2004,0,17.2,6.1,1.7,sun
7/9/2004,0,17.2,6.1,2.3,sun
7/10/2004,10.9,13.9,7.8,4.6,rain
7/11/2004,0,11.7,5.6,6.5,sun
7/12/2004,0,13.3,5.6,3.6,sun
7/13/2004,14,11.7,3.9,3.6,rain
7/14/2004,3.3,11.7,2.8,3.3,rain
7/15/2004,0,13.9,3.3,2.4,sun
7/16/2004,0,17.8,3.9,3.1,sun
7/17/2004,0,18.9,6.1,3.6,sun
7/18/2004,0,18.9,8.3,3.9,sun
7/19/2004,0,21.1,8.3,3.6,sun
7/20/2004,0,22.8,7.8,2.6,sun
7/21/2004,5.6,17.2,6.7,3.4,rain
7/22/2004,0,15.6,5,2.3,sun
7/23/2004,3,12.2,6.7,4.1,rain
7/24/2004,3.3,12.2,6.1,5,rain
7/25/2004,1.3,13.3,5.6,3,rain
7/26/2004,0,15.6,4.4,2.7,fog
7/27/2004,0.3,25,10.6,2.3,rain
7/28/2004,1.8,15.6,8.9,4.3,rain
7/29/2004,0,16.1,7.2,4.7,sun
7/30/2004,0,17.2,7.8,2.1,sun
7/31/2004,0,18.3,8.9,3.7,sun
8/1/2004,0,18.3,7.8,3.7,sun
8/2/2004,0,20.6,7.8,2.6,sun
8/3/2004,0,17.2,7.2,5.2,sun
8/4/2004,6.1,14.4,7.2,5.1,rain
8/5/2004,0,16.7,7.2,2.6,fog
8/6/2004,0,20.6,6.1,3,sun
8/7/2004,0,23.9,8.3,3,sun
8/8/2004,0,26.7,9.4,2.6,sun
8/9/2004,0,19.4,11.1,2.8,sun
8/10/2004,0,13.9,10,2.5,fog
8/11/2004,4.3,15.6,10.6,3.3,rain
8/12/2004,4.1,12.2,10,2.8,rain
8/13/2004,0.3,17.8,9.4,2,rain
8/14/2004,0,20,9.4,2.8,fog
8/15/2004,0,15.6,11.1,3,sun
8/16/2004,0,19.4,10.6,2.1,sun
8/17/2004,0,25.6,12.2,3,sun
8/18/2004,0,21.7,11.7,2.6,sun
8/19/2004,0,23.3,10.6,1.8,fog
8/20/2004,0,25.6,11.7,2.1,sun
8/21/2004,0,16.7,11.7,3.7,sun
8/22/2004,0,16.1,11.7,2.6,sun
8/23/2004,0,17.8,11.1,2.7,sun
8/24/2004,0,15.6,11.1,2.7,sun
8/25/2004,0,21.7,11.7,2.1,sun
8/26/2004,0,24.4,11.7,1.8,sun
8/27/2004,0,27.8,12.2,2.1,sun
8/28/2004,0,26.1,12.8,2.5,sun
8/29/2004,0,22.8,10,2.5,sun
8/30/2004,0,25,11.7,2.2,sun
8/31/2004,4.6,16.1,11.7,3.4,rain
9/1/2004,0.5,17.8,12.8,5,rain
9/2/2004,0,20,11.7,3,sun
9/3/2004,0,22.8,11.7,3.9,sun
9/4/2004,0,26.7,12.8,4.3,sun
9/5/2004,0,29.4,13.3,2.6,sun
9/6/2004,0,31.1,15.6,3.2,sun
9/7/2004,0,30.6,14.4,3.5,sun
9/8/2004,0,28.9,14.4,2.7,sun
9/9/2004,0,25.6,11.1,3,sun
9/10/2004,0,24.4,11.1,3.5,sun
9/11/2004,0,20,11.7,2.3,sun
9/12/2004,0,23.9,9.4,2.6,sun
9/13/2004,0,27.8,11.7,3.7,sun
9/14/2004,0,30,16.1,3.5,drizzle
9/15/2004,0,22.8,11.1,3,sun
9/16/2004,0,25,11.1,3.1,sun
9/17/2004,0,24.4,13.9,3,sun
9/18/2004,0.5,23.9,13.3,3.2,rain
9/19/2004,0,25,12.8,4.3,sun
9/20/2004,0,25.6,13.9,3.4,sun
9/21/2004,0,25,12.8,2.4,sun
9/22/2004,0,26.1,11.7,2.4,sun
9/23/2004,0,25.6,16.1,2.6,sun
9/24/2004,0,30.6,15.6,3,sun
9/25/2004,0,31.7,17.8,4.7,sun
9/26/2004,0,33.3,17.2,3.9,sun
9/27/2004,0.3,28.3,18.3,2.1,rain
9/28/2004,0,28.9,17.2,2.7,sun
9/29/2004,0,30.6,15,3.4,fog
9/30/2004,0,32.2,17.2,4.3,sun
10/1/2004,0,33.9,17.8,3.4,sun
10/2/2004,0,33.3,17.8,2.6,sun
10/3/2004,0,33.3,15,2.9,sun
10/4/2004,0,32.8,16.7,2.1,sun
10/5/2004,0,29.4,15.6,3.2,drizzle
10/6/2004,0,27.2,13.9,2.4,sun
10/7/2004,0,30,14.4,1.9,drizzle
10/8/2004,0,28.9,14.4,3.4,sun
10/9/2004,0,21.1,16.7,3.7,sun
10/10/2004,0,22.2,16.7,3,sun
10/11/2004,0,26.1,16.7,2.2,sun
10/12/2004,0,25.6,16.1,3.1,sun
10/13/2004,0,27.8,16.1,3.3,sun
10/14/2004,0,26.1,14.4,3.2,sun
10/15/2004,0,26.1,15,2.8,sun
10/16/2004,0,27.8,13.9,3.3,sun
10/17/2004,0,33.3,17.8,3.4,sun
10/18/2004,0,35,17.2,3.3,sun
10/19/2004,0,26.7,16.7,3.9,sun
10/20/2004,0,23.9,15,2.4,sun
10/21/2004,0,23.9,13.9,2.8,sun
10/22/2004,0,26.1,14.4,1.9,sun
10/23/2004,0.3,22.8,13.3,3.8,rain
10/24/2004,0,21.1,14.4,2.4,fog
10/25/2004,2,22.2,13.9,2.6,rain
10/26/2004,0,23.3,12.2,1.9,fog
10/27/2004,0,27.8,13.9,3.4,sun
10/28/2004,0,32.2,14.4,3.8,sun
10/29/2004,0,34.4,17.2,3.5,sun
10/30/2004,0,34.4,17.8,2.6,sun
10/31/2004,0,33.3,15.6,3.1,sun
11/1/2004,0,30.6,16.1,2,sun
11/2/2004,0,28.3,17.2,2.3,sun
11/3/2004,0,26.1,14.4,2.6,fog
11/4/2004,0,23.3,12.2,3.5,sun
11/5/2004,0,25,15,2.9,sun
11/6/2004,0,28.3,15.6,3.7,sun
11/7/2004,0,25,15.6,3.6,fog
11/8/2004,0,28.3,15,2.2,sun
11/9/2004,0,28.9,16.1,2.4,sun
11/10/2004,0,30,16.7,4.4,sun
11/11/2004,7.6,28.3,16.7,2.7,rain
11/12/2004,0,28.3,15.6,2.2,sun
11/13/2004,30.5,18.3,15,5.2,rain
11/14/2004,0,21.7,13.9,3.7,sun
11/15/2004,0,25,14.4,3.7,sun
11/16/2004,0,27.2,13.9,3,sun
11/17/2004,0,30,15,3,sun
11/18/2004,0,31.7,16.1,2.1,drizzle
11/19/2004,2,22.8,14.4,4.2,rain
11/20/2004,0,22.2,14.4,2.6,sun
11/21/2004,0,26.7,12.2,2.5,drizzle
11/22/2004,0,27.8,13.9,1.8,drizzle
11/23/2004,0,23.9,12.2,2.3,sun
11/24/2004,0,25.6,12.2,3.4,sun
11/25/2004,0,28.3,13.9,1.7,sun
11/26/2004,0,29.4,14.4,2.1,sun
11/27/2004,0.5,23.3,15.6,2.6,rain
11/28/2004,32.5,22.2,13.3,5.8,rain
11/29/2004,10.2,20,12.8,4.7,rain
11/30/2004,0,18.9,16.1,5.8,sun
12/1/2004,5.8,19.4,13.9,5,rain
12/2/2004,0,19.4,11.1,3.8,sun
12/3/2004,0,18.3,10.6,2.9,sun
12/4/2004,0,18.3,10,2.9,sun
12/5/2004,0.3,20.6,8.9,3.5,rain
12/6/2004,5.3,16.1,11.7,2.4,rain
12/7/2004,0.3,21.1,13.3,1.5,rain
12/8/2004,0,22.8,13.3,2.4,sun
12/9/2004,0,24.4,13.9,3.3,sun
12/10/2004,0,25,14.4,3.6,fog
12/11/2004,0,27.2,15,3.1,sun
12/12/2004,0,26.7,14.4,2.1,sun
12/13/2004,0.5,20.6,12.8,3,rain
12/14/2004,0,16.7,10.6,3.4,sun
12/15/2004,0,17.8,10,2.8,sun
12/16/2004,1,20,10,1.9,rain
12/17/2004,1.8,18.3,12.8,3.8,rain
12/18/2004,0,19.4,12.8,2.6,sun
12/19/2004,0,21.1,14.4,4.3,sun
12/20/2004,4.1,22.8,12.2,6.8,rain
12/21/2004,0,18.3,9.4,2.7,fog
12/22/2004,0,18.9,7.8,2,sun
12/23/2004,0,20.6,8.3,1.8,sun
12/24/2004,0,22.2,11.1,2.5,fog
12/25/2004,2,15.6,12.8,2.6,rain
12/26/2004,0,18.3,10,2.7,sun
12/27/2004,0,17.8,7.2,3.8,sun
12/28/2004,0,21.1,9.4,5.1,sun
12/29/2004,0,21.7,8.9,1.9,sun
12/30/2004,0,18.3,10,1.3,fog
12/31/2004,0,21.1,9.4,1.3,fog
1/1/2005,0,15.6,10,2.9,fog
1/2/2005,0,19.4,11.1,4.8,sun
1/3/2005,0,22.8,10,3.7,sun
1/4/2005,0,23.3,9.4,1.6,sun
1/5/2005,0,18.3,10,2.6,drizzle
1/6/2005,9.9,16.1,13.9,2.2,rain
1/7/2005,0,18.9,13.3,1.1,fog
1/8/2005,0.3,19.4,12.2,2.6,rain
1/9/2005,28.7,21.1,13.3,4.7,rain
1/10/2005,0,17.8,10.6,2.6,sun
1/11/2005,4.6,18.3,10.6,2.8,rain
1/12/2005,1.3,16.7,9.4,3.2,rain
1/13/2005,0,15,10,5,fog
1/14/2005,0,21.1,9.4,3.4,fog
1/15/2005,0,20,8.9,1.3,sun
1/16/2005,0.3,19.4,11.7,1.3,rain
1/17/2005,3.8,15,12.8,2,rain
1/18/2005,0.3,17.2,12.2,2.6,rain
1/19/2005,0,17.8,10.6,1.8,fog
1/20/2005,0,16.1,8.3,1.3,fog
1/21/2005,0,16.1,8.9,2.7,fog
1/22/2005,0,12.8,7.2,2.6,fog
1/23/2005,0,15,8.9,2.9,fog
1/24/2005,8.9,19.4,8.9,3.4,rain
1/25/2005,6.9,12.2,10,4.6,rain
1/26/2005,0,16.1,7.8,1.7,fog
1/27/2005,3.3,13.9,11.1,2.8,rain
1/28/2005,1.8,15,12.2,4.7,rain
1/29/2005,19.3,17.2,11.7,6.7,rain
1/30/2005,33,15.6,11.7,7.2,rain
1/31/2005,26.2,12.2,8.9,6,rain
2/1/2005,0.3,11.1,7.2,2.8,rain
2/2/2005,0.8,10.6,5,1.4,rain
2/3/2005,0,10,3.3,2.2,sun
2/4/2005,1.3,11.7,7.8,2.3,rain
2/5/2005,0,15.6,8.3,2.7,fog
2/6/2005,12.7,12.2,9.4,3,rain
2/7/2005,6.6,11.1,7.8,1.8,rain
2/8/2005,3.3,10,5,1.3,rain
2/9/2005,1.3,11.1,3.9,3.9,rain
2/10/2005,1.5,11.1,6.1,4.6,rain
2/11/2005,9.9,11.1,5,5.1,rain
2/12/2005,33.5,13.3,9.4,6.5,rain
2/13/2005,47.2,9.4,6.1,4.5,rain
2/14/2005,22.4,8.9,2.2,4.1,rain
2/15/2005,2,8.9,1.7,4,rain
2/16/2005,29.5,13.3,6.7,8,rain
2/17/2005,1.5,8.9,3.3,3.8,rain
2/18/2005,2,8.9,2.8,4.2,rain
2/19/2005,0,8.3,0.6,4,fog
2/20/2005,0,8.9,0.6,4.7,sun
2/21/2005,0,10,1.7,3.1,fog
2/22/2005,3,6.7,0,1.3,rain
2/23/2005,7.1,6.7,2.8,4.5,rain
2/24/2005,0,7.2,0,5.7,sun
2/25/2005,0,9.4,-1,4.3,sun
2/26/2005,0,9.4,-1.6,3,sun
2/27/2005,0,7.2,-2.7,1,sun
2/28/2005,0,1.7,-2.1,0.9,fog
3/1/2005,0.5,5.6,-3.8,1.7,rain
3/2/2005,12.2,10,3.9,3.5,rain
3/3/2005,2.5,10.6,4.4,5,rain
3/4/2005,12.7,15.6,7.8,5.9,rain
3/5/2005,2,10.6,6.1,4.7,rain
3/6/2005,15.7,10,6.1,4,rain
3/7/2005,11.2,12.8,7.2,5.9,rain
3/8/2005,27.4,11.1,8.3,3.4,rain
3/9/2005,54.1,15.6,10,6.2,rain
3/10/2005,13.5,12.2,7.8,6.3,rain
3/11/2005,9.4,11.7,6.1,7.5,rain
3/12/2005,0.3,9.4,4.4,2.8,rain
3/13/2005,16,8.9,5.6,5.6,rain
3/14/2005,1.3,7.8,6.1,6.1,rain
3/15/2005,0,7.8,1.7,1.7,sun
3/16/2005,1.5,6.7,1.1,2.9,rain
3/17/2005,3.6,6.1,2.8,2.3,rain
3/18/2005,21.8,6.7,3.9,6,rain
3/19/2005,18.5,8.9,4.4,5.1,rain
3/20/2005,0,8.3,2.8,4.1,fog
3/21/2005,4.3,7.8,4.4,6.7,rain
3/22/2005,27.4,5.6,2.8,4.3,rain
3/23/2005,4.6,7.8,2.8,5,rain
3/24/2005,6.1,5,2.8,7.6,rain
3/25/2005,2.5,5.6,2.2,4.3,rain
3/26/2005,5.8,5,2.2,1.5,rain
3/27/2005,0,4.4,0,2.5,sun
3/28/2005,8.6,4.4,1.7,2.9,rain
3/29/2005,1.5,5,1.7,1.3,rain
3/30/2005,0,7.2,0.6,2.6,fog
3/31/2005,0,5.6,-1,3.4,sun
4/1/2005,0,5.6,-2.1,3.5,sun
4/2/2005,0,12.8,5,4.7,drizzle
4/3/2005,10.9,10.6,2.8,4.5,rain
4/4/2005,0.8,11.7,7.2,2.3,rain
4/5/2005,20.3,12.2,5.6,4.7,rain
4/6/2005,1.3,8.9,2.8,6.1,rain
4/7/2005,2.5,4.4,2.2,2.2,rain
4/8/2005,0,7.2,2.8,2.3,rain
4/9/2005,0,10,2.8,2,sun
4/10/2005,4.3,9.4,5,3.4,rain
4/11/2005,1,6.1,0.6,3.4,rain
4/12/2005,0,6.1,-1.1,5.1,sun
4/13/2005,0,6.1,-1.7,1.9,sun
4/14/2005,0,5,-2.8,1.3,sun
4/15/2005,4.1,4.4,0.6,5.3,snow
4/16/2005,5.3,1.1,-3.3,3.2,snow
4/17/2005,2.5,1.7,-2.8,5,snow
4/18/2005,8.1,3.3,0,5.6,snow
4/19/2005,19.8,0,-2.8,5,snow
4/20/2005,15.2,-1.1,-2.8,1.6,snow
4/21/2005,0,24.4,12.8,5.3,sun
4/22/2005,0,24.4,12.8,5.9,sun
4/23/2005,0,28.3,10,4.2,sun
4/24/2005,0,30,11.7,1.8,sun
4/25/2005,0,30.6,12.2,1.2,sun
4/26/2005,0,22.2,13.9,2.8,sun
4/27/2005,0.5,22.8,14.4,2.3,rain
4/28/2005,0.3,19.4,15,3.1,rain
4/29/2005,0,23.9,16.1,2.8,sun
4/30/2005,0,24.4,14.4,4.4,fog
5/1/2005,0,26.1,12.8,3,sun
5/2/2005,0.3,22.2,15,2.1,rain
5/3/2005,18.3,18.9,14.4,2.5,rain
5/4/2005,20.3,18.9,14.4,2.7,rain
5/5/2005,4.3,21.7,14.4,2.5,rain
5/6/2005,8.9,20,13.9,3.3,rain
5/7/2005,0,20.6,11.7,3.2,fog
5/8/2005,0,18.9,12.2,2,fog
5/9/2005,0.8,16.7,11.1,3.5,rain
5/10/2005,0,19.4,12.2,2.6,sun
5/11/2005,0,18.3,11.1,2.1,sun
5/12/2005,0,19.4,10,2,sun
5/13/2005,0,22.2,8.9,1,sun
5/14/2005,0,21.7,12.2,1.2,sun
5/15/2005,0,23.9,11.7,1.4,fog
5/16/2005,0,25.6,13.3,2.5,fog
5/17/2005,0,18.9,13.9,1,fog
5/18/2005,0,20.6,12.8,1.8,fog
5/19/2005,0,17.2,11.1,1,fog
5/20/2005,0.3,18.3,10,3.8,rain
5/21/2005,7.4,18.3,11.7,3.5,rain
5/22/2005,0,17.8,11.7,2.1,sun
5/23/2005,7.6,21.1,10,3.1,rain
5/24/2005,7.1,16.7,11.7,2.2,rain
5/25/2005,8.6,16.1,11.7,4.7,rain
5/26/2005,0,20.6,11.1,3.3,sun
5/27/2005,3.3,16.7,11.7,3,rain
5/28/2005,15,19.4,13.9,1.9,rain
5/29/2005,0,22.2,12.8,3.2,sun
5/30/2005,11.7,16.1,12.2,3.1,rain
5/31/2005,1,16.1,11.7,4.7,rain
6/1/2005,32,15.6,11.7,5,rain
6/2/2005,9.4,14.4,8.3,4.6,rain
6/3/2005,4.1,14.4,8.9,3.2,rain
6/4/2005,6.1,16.7,8.3,5.4,rain
6/5/2005,1.5,12.8,7.8,5,rain
6/6/2005,0.8,15.6,6.7,2.4,rain
6/7/2005,12.7,15,9.4,3.9,rain
6/8/2005,0.5,16.7,11.7,3.1,rain
6/9/2005,25.4,15.6,11.1,3.2,rain
6/10/2005,17,12.8,8.3,2,rain
6/11/2005,0,11.1,7.2,1.2,fog
6/12/2005,1.8,13.3,7.2,2.9,rain
6/13/2005,10.9,13.9,11.1,4.8,rain
6/14/2005,4.1,14.4,10.6,3.3,rain
6/15/2005,4.8,15,10.6,2.1,rain
6/16/2005,4.1,16.7,10.6,6.7,rain
6/17/2005,0,14.4,7.2,2.3,sun
6/18/2005,0,12.8,3.9,0.8,fog
6/19/2005,5.1,13.3,7.8,3,rain
6/20/2005,0,11.1,5.6,3.9,sun
6/21/2005,0,7.8,1.1,7.7,sun
6/22/2005,0,6.7,0,7.6,sun
6/23/2005,0,7.2,0.6,4.7,sun
6/24/2005,0,7.2,-2.1,4.5,sun
6/25/2005,0,8.3,-1.6,4.2,sun
6/26/2005,0,9.4,-2.1,4.2,sun
6/27/2005,0,10.6,-2.1,1.9,sun
6/28/2005,0,7.2,-0.5,0.9,sun
6/29/2005,0,11.1,2.2,1.9,sun
6/30/2005,3.6,11.1,5.6,2.1,rain
7/1/2005,15.2,11.1,8.3,4.7,rain
7/2/2005,0.5,9.4,6.7,4.7,rain
7/3/2005,11.9,12.8,5.6,5.1,rain
7/4/2005,1.3,11.7,4.4,3.8,rain
7/5/2005,18.3,13.9,9.4,4.5,rain
7/6/2005,0.3,15,12.2,3.9,rain
7/7/2005,3.3,14.4,11.7,6.6,rain
7/8/2005,34.3,12.8,3.3,5.8,rain
7/9/2005,3.6,4.4,-4.3,5.3,snow
7/10/2005,0,2.8,-4.9,4.4,sun
7/11/2005,0,4.4,-3.2,2.2,sun
7/12/2005,0,5.6,-3.2,5.7,fog
7/13/2005,0,10,0,3.6,sun
7/14/2005,0.8,8.3,3.9,1.1,rain
7/15/2005,3,12.8,6.7,3.1,rain
7/16/2005,7.4,11.7,7.8,3.6,rain
7/17/2005,0,14.4,6.1,2.8,sun
7/18/2005,9.1,14.4,8.9,4.2,rain
7/19/2005,9.9,16.1,10.6,5.1,rain
7/20/2005,13,18.9,10,6.7,rain
7/21/2005,6.9,14.4,8.3,6.4,rain
7/22/2005,0,11.1,7.2,3.7,sun
7/23/2005,0,10,3.9,1.1,fog
7/24/2005,0,12.8,1.7,3.5,fog
7/25/2005,0,12.2,6.7,5.9,sun
7/26/2005,0,10,8.3,4,sun
7/27/2005,2.8,8.9,6.1,1.6,rain
7/28/2005,13,9.4,6.7,3.1,rain
7/29/2005,3,11.1,7.2,4.3,rain
7/30/2005,19.6,12.8,6.7,5.5,rain
7/31/2005,0,12.8,10,5.2,sun
8/1/2005,0,10.6,6.1,1.5,sun
8/2/2005,20.6,12.2,5,3.8,rain
8/3/2005,5.3,7.2,3.9,1.8,rain
8/4/2005,0,7.8,2.8,2.2,fog
8/5/2005,0,5.6,1.7,1.2,fog
8/6/2005,3.3,9.4,4.4,4.9,rain
8/7/2005,4.1,6.7,2.8,1.8,rain
8/8/2005,0,6.1,0.6,4.3,fog
8/9/2005,0,3.3,-2.1,3.6,sun
8/10/2005,0,3.3,-2.7,3,sun
8/11/2005,0,5.6,-3.2,1.2,sun
8/12/2005,1.5,5.6,0,2.3,rain
8/13/2005,0,5,1.7,1.7,fog
8/14/2005,10.2,10.6,3.3,4.5,rain
8/15/2005,8.1,12.2,9.4,6.4,rain
8/16/2005,0,12.2,6.1,1.3,fog
8/17/2005,0,7.8,5.6,1.6,fog
8/18/2005,0,7.8,1.7,2.6,fog
8/19/2005,0.3,10,3.3,0.6,rain
8/20/2005,5.8,7.8,6.1,0.5,rain
8/21/2005,1.5,9.4,7.2,1.1,rain
8/22/2005,0,11.1,4.4,1.6,fog
8/23/2005,0,9.4,2.8,2.7,fog
8/24/2005,0,6.1,0.6,2.8,fog
8/25/2005,9.7,7.8,1.1,3.2,rain
8/26/2005,0,11.7,5.6,4.5,fog
8/27/2005,26.2,13.3,3.3,2.8,rain
8/28/2005,21.3,13.9,7.2,6.6,rain
8/29/2005,0.5,10,6.1,2.8,rain
8/30/2005,0,10,3.3,3,fog
8/31/2005,0,7.2,-0.5,1.3,fog
9/1/2005,0.8,9.4,6.1,1.3,rain
9/2/2005,5.8,12.2,8.3,2.6,rain
9/3/2005,0.5,14.4,11.1,3.3,rain
9/4/2005,0,17.2,7.2,1.4,fog
9/5/2005,0,16.1,6.1,2.2,fog
9/6/2005,0.8,11.1,8.3,2,rain
9/7/2005,0,12.2,5,1.8,fog
9/8/2005,3,12.2,3.3,2.9,sun
9/9/2005,0,8.3,1.1,0.8,fog
9/10/2005,2,7.2,3.3,1.9,fog
9/11/2005,1.5,9.4,4.4,2.6,rain
9/12/2005,7.4,11.1,5,4,rain
9/13/2005,1.3,10,5.6,1.9,rain
9/14/2005,8.4,10.6,4.4,1.7,rain
9/15/2005,26.2,13.3,8.3,4.6,rain
9/16/2005,17.3,14.4,10,4.5,rain
9/17/2005,23.6,12.2,9.4,4.6,rain
9/18/2005,3.6,15,8.3,3.9,rain
9/19/2005,6.1,13.3,8.3,2.5,rain
9/20/2005,0.3,12.8,8.3,4,rain
9/21/2005,0,12.8,5.6,1,fog
9/22/2005,1,6.1,0.6,3.4,rain
9/23/2005,0,6.1,-1.1,5.1,sun
9/24/2005,0,6.1,-1.7,1.9,sun
9/25/2005,0,5,-2.8,1.3,sun
9/26/2005,4.1,4.4,0.6,5.3,snow
9/27/2005,5.3,1.1,-3.3,3.2,snow
9/28/2005,2.5,1.7,-2.8,5,snow
9/29/2005,8.1,3.3,0,5.6,snow
9/30/2005,19.8,0,-2.8,5,snow
10/1/2005,15.2,-1.1,-2.8,1.6,snow
10/2/2005,13.5,7.2,-1.1,2.3,snow
10/3/2005,3,8.3,3.3,8.2,rain
10/4/2005,6.1,6.7,2.2,4.8,rain
10/5/2005,0,8.3,1.1,3.6,rain
10/6/2005,8.6,10,2.2,5.1,rain
10/7/2005,8.1,8.9,4.4,5.4,rain
10/8/2005,4.8,8.9,1.1,4.8,rain
10/9/2005,0,6.7,-2.2,1.4,drizzle
10/10/2005,0,6.7,0.6,2.2,rain
10/11/2005,27.7,9.4,3.9,4.5,rain
10/12/2005,3.6,8.3,6.1,5.1,rain
10/13/2005,1.8,9.4,6.1,3.9,rain
10/14/2005,13.5,8.9,3.3,2.7,rain
10/15/2005,0,8.3,1.7,2.6,sun
10/16/2005,0,14.4,2.2,5.3,sun
10/17/2005,0,15.6,5,4.3,sun
10/18/2005,0,13.9,1.7,2.9,sun
10/19/2005,0,16.1,1.7,5,sun
10/20/2005,0.3,15.6,7.8,5.3,rain
10/21/2005,2.8,10,5,2.7,rain
10/22/2005,2.5,11.1,7.8,2.4,rain
10/23/2005,2.5,12.8,6.7,3,rain
10/24/2005,0.8,8.9,5.6,3.4,rain
10/25/2005,1,8.3,5,1.3,rain
10/26/2005,11.4,7.2,4.4,1.4,rain
10/27/2005,2.5,6.7,1.1,3.1,rain
10/28/2005,0,7.2,0.6,1.8,drizzle
10/29/2005,1.8,7.2,3.3,2.1,rain
10/30/2005,17.3,10,4.4,3.4,rain
10/31/2005,6.4,6.7,3.9,8.1,rain
11/1/2005,0,6.7,2.2,4.7,sun
11/2/2005,3,7.8,1.7,2.9,rain
11/3/2005,0.8,10,7.8,7.5,rain
11/4/2005,8.6,10,2.8,5.9,rain
11/5/2005,0,8.3,2.8,3.9,sun
11/6/2005,11.4,6.7,4.4,3.5,rain
11/7/2005,0,7.2,2.8,6.4,rain
11/8/2005,1.3,5,-1.1,3.4,snow
11/9/2005,0,6.7,-2.2,3,sun
11/10/2005,3.6,6.7,-0.6,4.2,snow
11/11/2005,0.8,5,1.1,7,snow
11/12/2005,0,6.1,1.1,3.1,sun
11/13/2005,2,6.7,3.9,5.1,rain
11/14/2005,0,12.2,6.7,7,sun
11/15/2005,0,10.6,6.7,5.6,rain
11/16/2005,6.9,7.8,1.1,6.2,rain
11/17/2005,0.5,6.7,0,2.7,snow
11/18/2005,0,8.9,-1.7,2.7,sun
11/19/2005,0,15.6,0.6,2.5,sun
11/20/2005,3.6,9.4,5,2.8,rain
11/21/2005,10.4,7.2,6.1,3.4,rain
11/22/2005,13.7,6.7,2.8,5.8,rain
11/23/2005,19.3,8.3,0.6,6.2,snow
11/24/2005,9.4,5.6,0.6,5.3,snow
11/25/2005,8.6,7.8,1.1,4.7,rain
11/26/2005,23.9,11.1,5.6,5.8,snow
11/27/2005,8.4,8.9,3.9,5.1,rain
11/28/2005,9.4,10,0.6,3.8,snow
11/29/2005,3.6,5,-0.6,2.7,rain
11/30/2005,2,7.2,-1.1,3,rain
12/1/2005,3.6,7.8,2.2,6.4,rain
12/2/2005,1.3,8.9,1.1,2.5,rain
12/3/2005,4.1,10,1.7,2.1,rain
12/4/2005,0,12.2,0.6,2.8,sun
12/5/2005,0,15,3.3,5.2,sun
12/6/2005,0,13.3,2.2,2.7,rain
12/7/2005,0,12.8,6.1,4.3,drizzle
12/8/2005,4.8,14.4,6.7,3.8,rain
12/9/2005,1.3,10.6,7.2,5.9,rain
12/10/2005,27.4,10,6.1,4.4,rain
12/11/2005,5.6,9.4,5,4.7,rain
12/12/2005,13.2,10,2.8,3.4,rain
12/13/2005,1.5,8.9,4.4,6.8,rain
12/14/2005,0,16.7,4.4,3.1,sun
12/15/2005,1.5,11.7,3.3,3.1,rain
12/16/2005,0,10.6,2.8,2.1,sun
12/17/2005,4.6,9.4,2.8,1.8,snow
12/18/2005,0.3,11.1,3.3,2.6,rain
12/19/2005,0,16.1,1.7,4.3,sun
12/20/2005,0,21.1,7.2,4.1,sun
12/21/2005,0,20,6.1,2.1,sun
12/22/2005,0,17.8,8.9,3.2,rain
12/23/2005,2.3,11.1,7.2,2.6,rain
